OPT_MSE_1000runs,RAND_MSE_1000runs
107.03168522397758,108.10389863491024
101.76275145615948,102.27188644412774
125.77602728327261,131.4357880283381
121.25936058476908,120.83912298193114
104.62551422195045,105.00881212391201
111.9859811603154,125.80189321182073
116.0011303855902,119.89467357193857
121.0575742481847,139.4205503293228
139.07342450793234,134.58573919872333
140.78495896138563,163.19713843292422
96.14434470036664,98.50253645750877
120.98460593298319,120.77166774046242
102.94517416430972,110.42093943399018
150.20305959429692,149.58281408482907
102.25214254632117,98.44663401453487
136.45287866348795,140.3021304014408
74.22933552438167,74.5350345841601
131.8202968826354,129.87367973198494
129.10596077406208,151.4177480385547
85.54581467899457,87.25558233352524
97.39970698136696,102.1785923244673
119.41651836947152,116.91199567620087
101.98541203013222,106.52374074679851
98.08356931841283,103.33367850032809
96.79699871822726,98.80615426674626
99.03951137049715,103.39596088489625
115.53641629987092,108.36793666162671
106.41402225986867,108.98643391127034
125.54617954916225,125.67160836765571
121.73365547584973,119.77010220749524
97.52598475894409,95.38878548956191
120.74511734016205,121.28901625574223
104.6734553864632,102.83620795385454
100.4675209008772,102.62011111645273
128.7004104386939,137.26781716728726
126.61504125502694,133.42533844148187
112.19712573368277,116.50072857515786
113.02441580509824,110.11343942054067
100.21274374398884,102.0373964262552
117.6641363720625,127.75716645029485
83.79732540418836,86.81931587322717
113.25083947901442,109.74104622544326
123.07160195370506,124.26175067991569
132.35873231846588,137.41812694151375
100.06242307411948,100.68215712542317
100.75026663527764,92.84830052513843
110.62992624612491,102.4103259934799
127.83793692462949,122.16093244139716
90.2111497227993,91.12408875209496
95.58156541053582,95.4692363093912
110.66800612021821,115.5188005442717
107.6096412409597,109.87607283261988
129.69640769452167,129.79853969551496
93.99001606864354,97.366503492947
151.5214634133035,162.47891561039566
142.58720417920196,152.1068230180105
110.5252095122048,116.16753826459056
84.4580588901732,86.22822409852384
103.09038192350175,100.9756217852338
118.9906337552458,124.86347644984285
124.43532336391713,131.9661420877852
97.30072920805421,100.12520161071696
100.55551543915749,100.40028569804322
108.2998294913884,104.54048832284172
112.49292589247678,115.71393841540785
99.56243521335362,110.01142322531979
120.77520226753722,118.6471050511952
116.5582753189135,113.49708523243878
117.45560403873378,120.47555829459701
120.2662813175783,125.3247939203606
147.76157621494195,143.64711549972674
88.61937533555842,85.46746603244623
131.9672434854003,117.18148545902223
132.07994202817193,133.3217166050874
156.57192057450948,181.89963484419525
139.4585639241051,141.26138912470694
98.02779745746099,106.99817786124059
112.36374979930363,114.32080981728001
126.01937157378103,117.72747633206846
129.71135644674416,147.29885104286586
110.67193656208624,120.34157647342042
111.1024386362029,101.64019634925053
111.1885690791408,110.9819935151575
134.96341934401815,139.83870132915416
109.25835108180867,105.86256398215468
100.64156421796811,103.10435554582554
89.14592297124696,88.72339352310706
152.36120987669946,157.5712563243934
86.7960524316925,80.60111931362633
158.52397303650093,157.1034583153287
157.63888867603276,186.34389828129923
125.79408340064967,131.55276593536797
112.61515986936004,113.25293977117141
130.47775807662433,129.1235356153951
93.79707276043561,93.76326934520608
103.78594473546417,104.85868097263395
128.5468016100009,127.97967299314142
110.07137266188438,117.20087182341632
156.067204634614,168.49505516273496
133.14126347643108,129.37314166277423
99.43361111612974,101.85727612939982
87.73553388586136,87.25181878217029
154.54570195726126,158.0547167720302
108.60115889569957,110.64786182738472
129.32022361084407,125.43788531655844
96.09555613126402,96.7171478754279
109.23268297061347,104.20253589902214
101.87038370474177,104.9778561625957
88.98771586877564,91.36864361385041
116.74855252427767,123.87164514700054
96.02753934670024,94.27549629125592
141.3739559714939,176.26974752029997
129.35370829003594,125.08237194833082
131.07341356959284,131.8174731632
121.38155154050723,123.61407013465141
160.91540567807843,159.1381682276606
83.39777724579865,87.19083660524521
119.30314894280215,126.30025123227243
163.239296640519,182.578033384263
149.06604687261742,149.77283309356002
142.04326067543218,148.9993872320828
125.51968895956793,123.48156282382092
120.93481292106918,117.82005827424037
158.99998178891843,148.3181791323711
97.14335385748389,96.66849041766116
118.88919800620047,123.5876911442096
104.4401890500144,97.46055487260563
140.44069913295306,166.8312970982616
105.9078935431617,105.6555172353723
149.41209727237703,143.4097037276015
84.13526842188274,85.59584061286077
109.7474049564759,114.02647471557461
120.84682993823917,122.49612708272565
110.26643448109832,110.38102890828607
94.95630346476595,95.43623668593497
118.34276101699359,127.5128514344333
120.349019226992,118.45640149899066
109.99499485710663,108.00789392651639
119.92392947682328,119.37346923026759
107.8009920994364,107.58938703892565
80.9562695115874,91.24142190002529
143.36076187883108,158.08980551887788
129.66412044917038,131.42664073189425
101.36678818681047,99.89979722330305
100.05727284143174,101.77627006784968
111.9620736173445,117.73209652637335
137.90388033779394,144.81912631125044
116.78568519184404,126.25452983639349
111.23473281070532,110.4039709579307
112.59536431265505,111.36863150085958
146.04800957607526,140.45584780627507
134.95637597093955,157.6452336727484
119.8915702836099,117.71356458827549
103.44791515378814,106.15695958338482
112.0522758202706,121.31457742688659
103.61534880320934,103.91552396562284
116.34968520448813,116.08002524458644
103.42965525465226,112.18405959292387
167.22610139541362,180.10870796786827
110.18665721915856,118.07259613320365
142.72676966063895,139.02939495167902
110.8253306891263,115.87059199602413
111.3087955386414,109.27863318140164
149.00450250933287,142.66350907985745
111.09037042747939,108.71764306581193
129.4433303015137,140.41427289399684
133.1761830336593,131.49916320046526
116.21127273771388,120.76967936925487
136.5513315803547,151.91284636496397
98.81995250070938,108.14584290963356
113.56114249699843,114.05512779607393
85.15131382584411,85.46528137681867
122.86012989064288,155.9005063664806
132.93442986444023,163.44570368268154
106.61661255223741,106.25218837226116
106.57120435062839,107.28187858750435
