OPT_MSE_1000runs,OPT_W_Weights_MSE_1000runs,RAND_MSE_1000runs,RAND_W_Weights_MSE_1000runs
1639.7399346390728,110.6100565346533,4318.836275016839,4318.836275016839
2287.017240682599,126.78384251437646,3314.5489680653627,3314.5489680653627
3805.8458189303365,328.644739585134,2977.529207597128,2977.529207597128
2086.4361095693903,167.06025482440356,3249.1954532183922,3249.1954532183922
3060.688453401353,134.09186413127077,5566.917496993155,5566.917496993155
1536.5554929870689,172.59787657764943,3510.4330036731226,3510.4330036731226
2453.3177232893045,125.00868792162252,2101.707126960796,2101.707126960796
1564.8389524991737,172.09516923279133,4524.91354732677,4524.91354732677
2590.135210744052,236.7394021535209,3855.6255424565006,3855.6255424565006
946.232729668508,137.24619935714867,3604.8546839691235,3604.8546839691235
4195.486169751158,692.2509728452283,2245.050501866959,2245.050501866959
2118.6916940203387,291.20213845344006,3077.2598008462087,3077.2598008462087
1872.1921360868917,186.00154757738144,5507.48957877412,5507.48957877412
4021.716637096209,562.2491305726775,1780.7245777948815,1780.7245777948815
2079.389023296915,123.63128577936781,5239.6271522918905,5239.6271522918905
2152.3480814497584,341.74073008322284,4086.0237348247,4086.0237348247
1606.212217993905,130.80456625265,1383.2442292106969,1383.2442292106969
1571.696576560874,147.4902481477135,4855.809451821085,4855.809451821085
611.1461776550307,111.49593950806833,3578.9106592582066,3578.9106592582066
3030.0859813355987,245.9763935001369,1678.292282224333,1678.292282224333
2858.6764071455277,259.1098174594707,10280.682491234986,10280.682491234986
1999.3534301580837,114.33742881596042,3913.81891281314,3913.81891281314
1464.5487968904336,131.39514665565622,934.0479704919953,934.0479704919953
4509.73701654814,322.0918987411928,3445.674309497725,3445.674309497725
2319.622562924819,160.77774006880523,2921.618920116764,2921.618920116764
3218.3049689027885,211.36369641143722,2976.8755944052673,2976.8755944052673
2345.6622464808584,245.35930665205092,2810.740565928735,2810.740565928735
2636.1230993368804,164.54331347894035,5554.664310352634,5554.664310352634
1622.2095391495116,117.51340490697689,4222.826342582997,4222.826342582997
2492.2154037456953,109.54154746943583,7260.6589417769555,7260.6589417769555
3619.0538532753512,287.2179223709164,2901.3404102800746,2901.3404102800746
3965.0992732695536,129.6280570379081,4198.754806018223,4198.754806018223
1641.0045988177012,130.75575130517947,2349.8239804464256,2349.8239804464256
3095.2607804448553,152.03622744518285,4236.378229080261,4236.378229080261
3666.3803352530626,102.02385409544736,5389.51201216565,5389.51201216565
2010.3515573983416,110.89070875006962,2285.041729672022,2285.041729672022
3081.8529991375835,140.33859347838356,3473.9690909856004,3473.9690909856004
2348.958098714173,108.45555708347774,3478.0126944904905,3478.0126944904905
2514.4486951821104,99.99278395768829,1916.2978645979508,1916.2978645979508
3363.481555692105,394.1806949146225,4014.840921655554,4014.840921655554
1989.292757409031,142.8374848618258,1791.8230339894992,1791.8230339894992
2176.8924271725314,257.2381693891474,3746.771362543868,3746.771362543868
2144.3993082030684,185.0202352294207,2362.172156208336,2362.172156208336
3140.02370448825,104.91388504546536,2417.791948380792,2417.791948380792
1835.8395601604561,179.55003470989172,2569.823614614381,2569.823614614381
