OPT_MSE_1000runs,OPT_W_Weights_MSE_1000runs,RAND_MSE_1000runs,RAND_W_Weights_MSE_1000runs
14.218327503064332,7.757360061562662,14.064392369025018,14.064392369025018
14.838731854543783,6.4348150790016385,14.311392840015696,14.311392840015696
15.198170433919174,6.0472510286910115,14.737573646083778,14.737573646083778
15.376769112948525,8.452496787898276,14.853032250393197,14.853032250393197
13.99231803368191,8.004423669534717,14.264924306115963,14.264924306115963
15.306673152134518,8.249033385508602,14.788279765140498,14.788279765140498
15.012818761289445,8.252230790210827,14.142407216871028,14.142407216871028
15.188962513812799,8.007809224057223,14.123138920002308,14.123138920002308
15.03281413130669,7.621451858155495,13.337498624133199,13.337498624133199
15.166505901570009,6.869571571064499,14.5982914356977,14.5982914356977
15.789861237692975,10.121089228310378,14.598392513684816,14.598392513684816
16.96393029132745,7.980740544773227,15.964611314219011,15.964611314219011
16.600623016028635,6.80633514791931,15.407569015380345,15.407569015380345
14.89194654959969,8.587418013908048,14.198583137162208,14.198583137162208
14.273299454398382,6.815295750759919,13.12367842397078,13.12367842397078
15.251677572608042,8.095055109615807,14.721115384333375,14.721115384333375
15.531217134964681,8.052122785811228,14.962254305597865,14.962254305597865
15.23860847249457,7.1119609404286495,14.909969709173115,14.909969709173115
15.068355707972122,7.170844379044934,14.79058800336715,14.79058800336715
14.709519374229943,7.575784518826105,14.520870528508144,14.520870528508144
16.220873144045417,9.23904556788044,14.924743797240529,14.924743797240529
13.328938531151321,7.448369661968653,12.762191175670484,12.762191175670484
16.456065498043344,9.066907600282304,14.894397514478316,14.894397514478316
14.842096743229801,7.30981768155056,14.805560280801348,14.805560280801348
15.06202009290325,7.585964944557302,14.414231311448447,14.414231311448447
14.818072885231146,8.04876977193325,14.333411818548022,14.333411818548022
16.788738476526014,7.793154628846195,15.981543252085988,15.981543252085988
13.886768292105984,7.070936222790745,13.358754718656284,13.358754718656284
15.630505660960898,7.53686943314248,15.351489778059728,15.351489778059728
15.12593615664289,8.023720365888602,13.924576557415252,13.924576557415252
15.349777487369595,7.829950723162545,15.265752380031156,15.265752380031156
15.529208604966628,8.361882144468282,14.972888423805975,14.972888423805975
15.384543777126142,11.252915025731703,15.590276114386286,15.590276114386286
14.211229600639962,9.510754789959412,13.24378202037251,13.24378202037251
16.755308551871995,7.888791477116246,17.555322016733193,17.555322016733193
15.119781199344846,8.398185931823111,16.02473029120026,16.02473029120026
